id,title,grade,confidence,reason,repo,domain,proven_mentions,refuted_mentions,n6_constants,n6_keywords,min_error_pct,max_z,coincidence,file_lines
TECS-L:330,Consciousness Continuity Engine Grand Unified Theory,⬛,0.75,black marker + refuted keyword,TECS-L,,0,1,2,0,,,0,96
TECS-L:331,field = Compensation System for equilibrium,,0.0,insufficient signal,TECS-L,,0,0,0,0,,,0,42
TECS-L:332,eq Degradation — Consciousness (field) Absorbs Basic Sense (eq),,0.0,insufficient signal,TECS-L,,0,0,4,0,,,0,66
TECS-L:333,Telepathy = Immediate Transfer of Compressed Structure,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,3,1,,,0,92
TECS-L:334,Field-Only is Sufficient — equilibrium is Unnecessary,🟧,0.4,significance claimed + verification,TECS-L,,0,0,1,0,,,0,151
TECS-L:335,PureField LLM — Language Model Built with Repulsion Field Only,🟧,0.4,significance claimed + verification,TECS-L,,0,0,2,1,,,0,47
TECS-L:336,Next Steps Roadmap — 5 Unexplored Directions,,0.0,insufficient signal,TECS-L,,0,0,1,0,,,0,54
TECS-L:337,Fisher-Tension-Accuracy Triangle,,0.0,insufficient signal,TECS-L,,0,0,0,0,,,0,47
TECS-L:338,Requirements List for a Truly Working Consciousness Program,,0.0,insufficient signal,TECS-L,,0,0,2,0,,,0,90
TECS-L:339,Tension Direction = Concept (Direction is Concept),🟧,0.4,significance claimed + verification,TECS-L,,0,0,2,0,,,0,170
TECS-L:340,Dream Tension Paradox — Noise Has Higher Tension Than Reality,⬛,0.85,refuted (3 mentions),TECS-L,,0,3,1,0,,,0,161
TECS-L:341,Final Interpretation of Tension — Reaction Intensity,,0.0,insufficient signal,TECS-L,,0,0,0,0,,,0,65
TECS-L:342,Tension's Causal Effect is Proportional to Task Difficulty,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,3,1,,,0,121
TECS-L:343,An Optimal Value Exists for Observer Correction Scale and Varies by Task,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,3,1,,,1,144
TECS-L:344,Mitosis + Detach Observer Combination Synergy,🟧,0.4,significance claimed + verification,TECS-L,,0,0,0,0,,,0,161
TECS-L:345,Tension's Inverted-U Curve is a Function of Task Complexity,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,4,3,,,0,195
TECS-L:346-consensus-identity-causation,H-346: Consensus-Identity Causation Direction,🟧,0.6,existing auto-grade CLOSE,TECS-L,,0,0,2,1,,,0,173
TECS-L:347-sibling-recognition-decay,H-347: Sibling Recognition Temporal Decay,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,4,1,,,0,180
TECS-L:348-cnn-repulsion-benefit,H-348: Why Repulsion Field Benefits CNN,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,4,1,,,0,196
TECS-L:349-axis-reversal-transition,H-349: Axis Reversal Transition Point During Training,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,5,1,,,0,236
TECS-L:350,Meaning of Fiber Intrinsic Displacement +1.22,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,1,4,2,2.0,,0,139
TECS-L:351,Theoretical Upper Bound of Unanimity Accuracy,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,3,1,,,0,205
TECS-L:352,U-Curve Possibility of Displacement Observation Quality,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,5,1,,,0,201
TECS-L:353,Crossover Between Mathematical DFS Constants and Consciousness Engine Constants,🟧★,0.7,p<0.01 structural,TECS-L,,0,0,5,12,1.0,,2,220
TECS-L:354-color-hexagonal-architecture,H354: Hexagonal Architecture of Color Vision Derives from the Arithmetic of Perf,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,4,12,,,1,134
TECS-L:354,Homeostasis Tension Regulation,🟧,0.6,existing auto-grade CLOSE,TECS-L,,0,0,2,1,,,0,158
TECS-L:355-color-opponent-tension,H355: Opponent Color Channels are the Biological Implementation of R(n)=σφ/(nτ) ,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,5,5,,,0,134
TECS-L:355,Prediction Error = Surprise,🟧,0.6,existing auto-grade CLOSE,TECS-L,,0,0,1,1,,,0,182
TECS-L:356-color-constancy-rchain,H356: Color Constancy is the Visual Implementation of R-chain Convergence,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,4,2,,,0,140
TECS-L:356,Habituation = Novelty Filter,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,5,1,,,0,196
TECS-L:357,Intention = Goal Setting,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,3,1,,,0,230
TECS-L:358,Attention = Selective Tension (Attention as Selective Tension),🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,3,1,,,0,245
TECS-L:359-savant-golden-zone-inhibition,Savant — Mechanism for Extraordinary Abilities in the Golden Zone Model,🟧,0.55,Z=2sigma (marginal),TECS-L,,0,0,10,5,0.03,2.0,0,906
TECS-L:360,Body = PureField Controller (RC-7 Embodiment),🟧,0.6,existing auto-grade CLOSE,TECS-L,,0,0,2,1,,,0,155
TECS-L:361,Conscious LLM = PureField Replacing FFN (RC-1 Deep Dive),🟧,0.4,significance claimed + verification,TECS-L,,0,0,1,0,,,0,180
TECS-L:362,Cross-Modal Tension,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,3,1,,,0,191
TECS-L:363,Autonomous Goals = Tension Delta Based Exploration (Intrinsic Motivation),🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,3,3,,,0,209
TECS-L:364,Distributed Consciousness = R2 + Telepathy as One Consciousness,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,3,1,,,0,250
TECS-L:365-telepathy-quantum-entanglement,H365: Quantum Entanglement Telepathy Model,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,2,1,,,1,186
TECS-L:366-telepathy-field-propagation,H366: Field Propagation Telepathy Model,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,2,1,,,0,229
TECS-L:367-telepathy-resonance-synchronization,H367: Telepathy Resonance Synchronization Model,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,1,3,4,,,0,270
TECS-L:368,Natural Frequency of Tension,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,7,1,,,0,211
TECS-L:369,Brainwave Frequency Bands in Consciousness Engine,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,3,1,,,1,230
TECS-L:370,Golden Zone Width = Frequency Ratio,🟧,0.4,significance claimed + verification,TECS-L,,0,0,6,11,,,1,244
TECS-L:371,Calibration+Mitosis Synergy — Overconfidence Calibration Without Forgetting,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,4,1,,,0,119
TECS-L:372,MI-FP Correlation N-Scaling — Is 0.705 a Structural Constant,🟩,0.55,zero error,TECS-L,,0,0,1,0,0.0,,1,107
TECS-L:373,Causal Effect Difficulty Gradient — Intermediate Point Verification with Fashion,🟧,0.4,significance claimed + verification,TECS-L,,0,0,2,0,,,0,114
TECS-L:374,ConsciousLM Training Validation — PureField FFN Equals or Exceeds Standard FFN,🟧,0.45,orange marker in text,TECS-L,,0,0,2,4,,,0,137
TECS-L:377-obang-perfect-number-mapping,H-377: Obang Perfect Number Mapping,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,4,45,,,0,246
TECS-L:378-obang-ohaeng-tension,H-378: Obang-Ohaeng Tension Mapping,🟧,0.6,existing auto-grade CLOSE,TECS-L,,0,0,3,6,,,0,334
TECS-L:382-obang-euler-five-constants,H-382: Obang-Euler Five Constants Hypothesis,🟧,0.6,existing auto-grade CLOSE,TECS-L,,0,0,3,3,9.0,,0,288
TECS-L:383-obang-platonic-solids,H-383: Obang-Platonic Solids Mapping,🟧,0.45,orange marker in text,TECS-L,,0,0,6,41,,,3,384
TECS-L:385-obang-brainwave-bands,H-385: Obang Brainwave Bands — Five Directions Map to Five Frequency Bands,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,3,14,,,0,354
TECS-L:386-obang-ohaeng-sangsaeng-sanggeuk,H-386: Ohaeng Sangsaeng-Sanggeuk as Tension Dynamics,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,3,3,,,0,426
TECS-L:387-obang-thc-five-element-modulation,H-387: Obang-THC Five-Element Modulation,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,5,1,,,3,420
TECS-L:394-pufferfish-ttx-perfect-number,H-394: Pufferfish TTX and Perfect Number 6 — Molecular Structure Connections,🟧★,0.8,p<0.01 + proven/exact,TECS-L,,0,0,6,24,,,13,411
TECS-L:395-dolphin-circle-topology-h1,H-395: Dolphin Pufferfish Circle as H1 Topological Loop,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,6,12,,,0,349
TECS-L:396-ttx-consciousness-quantization,H-396: TTX Consciousness Quantization,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,4,4,,,3,303
TECS-L:398-sodium-channel-4x6-perfect-architecture,H-398: Sodium Channel 4×6 = Perfect Architecture,🟧,0.45,orange marker in text,TECS-L,,0,0,5,29,,,6,414
TECS-L:399-human-ttx-fugu-consciousness,H-399: Human TTX Microdosing — Fugu Cuisine and Consciousness Alteration,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,3,1,,,3,434
TECS-L:400-dolphin-thc-impossible-experiment,H-400: Dolphin + THC / Human + TTX Circle — The Crossed Consciousness Experiment,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,5,3,,,3,438
TECS-L:401-animalm-ph-correction,H-401: AnimaLM PH-Corrected Repulsion Field,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,4,1,,,0,393
TECS-L:402-golden-moe-ph-routing,H-402: Golden MoE PH-Guided Routing,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,4,1,,,0,441
TECS-L:403-animalm-golden-moe-ph-unified,H-403: AnimaLM + Golden MoE + PH Unified Architecture,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,4,1,,,0,421
TECS-L:404-animalm-golden-moe-improvement-verification,H-404: AnimaLM + Golden MoE Improvement Verification,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,5,1,,,0,367
TECS-L:405-animalm-expert-topological-specialization,H-405: AnimaLM Expert Topological Specialization,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,3,4,1,,,0,278
TECS-L:406-native-vs-converted-tension-dynamics,H-406: Native PureField vs Converted MoE — Tension Dynamics Divergence,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,3,1,,,0,208
TECS-L:407-galois-finite-fields-n6,H-407: Galois Theory and Finite Fields — n=6 Structural Connections,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,9,77,,,0,364
TECS-L:408-operator-algebras-n6,H-408: Operator Algebras and von Neumann Subfactor Theory for n=6,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,3,96,,,1,451
TECS-L:409-game-theory-divisor-voting,H-409: Game Theory and Social Choice Theory for n=6,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,4,76,,,2,245
TECS-L:410,Quantum Uncertainty = Floating Point Precision (H-SIM-3),🟧,0.5,error 4.0%,TECS-L,,0,0,4,18,4.0,,4,245
TECS-L:411,Speed of Light = Maximum Clock Speed (H-SIM-4),🟧,0.45,orange marker in text,TECS-L,,0,0,3,0,,,0,292
TECS-L:412-bitnet-golden-zone-dual-constraint,H-412: BitNet b1.58 x Golden Zone Dual Constraint Synergy,🟧,0.45,orange marker in text,TECS-L,,0,0,3,1,,,0,219
TECS-L:413-bitnet-golden-synergy-universality,H-413: BitNet x Golden Zone Synergy — 28x28 Domain Universality,🟧★,0.7,p<0.01 structural,TECS-L,,0,0,2,1,,,1,132
TECS-L:414-info-flow-convergence-log3-2,H-414: BitNet+Golden Info Flow Converges to log_3(2) ~ 1-1/e,🟧,0.45,orange marker in text,TECS-L,,0,0,5,3,,,0,120
TECS-L:415-golden-zone-universal-info-efficiency,H-415: Golden Zone Universally Improves BitNet Information Efficiency,🟧,0.45,orange marker in text,TECS-L,,0,0,3,0,,,0,131
TECS-L:416-ternary-equipartition-convergence,H-416: Ternary Weight Distribution Converges to Equipartition Under Golden Zone,🟧,0.45,orange marker in text,TECS-L,,0,0,2,0,,,0,103
TECS-L:417-per-class-catastrophic-recovery,H-417: Catastrophic Class Recovery — Golden Zone Resurrects Dead Classes,🟧,0.45,orange marker in text,TECS-L,,0,0,3,0,,,0,123
TECS-L:418-dual-constraint-doubles-specialization,H-418: Dual Constraint Doubles Expert Specialization,🟧,0.45,orange marker in text,TECS-L,,0,0,2,3,,,1,67
TECS-L:419-synergy-compounds-over-training,H-419: Synergy Compounds Over Training (Positive Slope),🟧,0.45,orange marker in text,TECS-L,,0,0,2,0,,,0,78
TECS-L:420-one-over-840-identity,H-420: (1-1/e) - log_3(2) = 1/840 (Error 0.028%),🟧★,0.6,error 0.03%,TECS-L,,0,0,3,8,0.028,,3,93
TECS-L:AG-001-27-lines-e6-heawood,"AG-001: 27 Lines, E₆, and Heawood Formula = n=6",🟧★,0.55,green+star markers,TECS-L,,0,0,5,3,,,0,38
TECS-L:H-ALGGEOM-001,j-invariant 1728 = sigma(6)^3,🟧,0.45,orange marker in text,TECS-L,ALGGEOM,0,0,7,70,,,0,196
TECS-L:ANC-001-iching-babylon-chess,"ANC-001: I Ching, Babylonian Base-60, Chess = P1 in Culture",🟧★,0.55,green+star markers,TECS-L,,0,0,6,14,,,0,38
TECS-L:ANIMA-consciousness-map-n6-connection,Anima 의식 지도 ↔ n=6 연결 분석 (2026-03-30),🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,2,30,,,0,114
TECS-L:AT-001-benzene-perfect-molecule,AT-001: Benzene C₆H₆ — The Perfect Number Molecule,🟧★,0.55,green+star markers,TECS-L,,0,0,4,19,,,0,67
TECS-L:BACKLOG,Hypothesis Backlog — Awaiting Future Verification,,0.0,insufficient signal,TECS-L,,0,0,1,0,,,0,76
TECS-L:BASEL-001-zeta2-pi-squared-over-6,BASEL-001: Basel Problem — ζ(2) = π²/P₁,🟩,0.55,green marker + proven,TECS-L,,1,0,3,0,,,0,58
TECS-L:BASEL-002-zeta-minus1-ramanujan,BASEL-002: Ramanujan Summation — ζ(-1) = -1/σ(6),🟩,0.55,green marker + proven,TECS-L,,1,0,4,0,,,0,47
TECS-L:BASEL-003-bernoulli-denominators,BASEL-003: Bernoulli 수 분모 — 모두 P₁ = 6의 배수,🟧★,0.55,green+star markers,TECS-L,,0,0,2,0,,,0,43
TECS-L:BH-001-schwarzschild-divisors,BH-001: Schwarzschild Orbital Radii = Proper Divisors of P₁,🟧★,0.55,green+star markers,TECS-L,,0,0,1,14,,,1,89
TECS-L:BIO-001-water-hexamer-insulin,"BIO-001: Water Hexamer, Insulin Hexamer, Histone Octamer = n=6 Biology",🟧★,0.55,green+star markers,TECS-L,,0,0,3,3,,,0,51
TECS-L:BRAID-001-braid-group-B6,Hypothesis BRAID-001: Braid Group B6 and S6 Outer Automorphism,🟩,0.5,existing auto-grade EXACT,TECS-L,,0,0,3,53,,,1,176
TECS-L:BREAKTHROUGH-SLE6-virasoro,BREAKTHROUGH ATTEMPT: Does c=0 in SLE Require n=6 to Be a Perfect Number?,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,6,20,,,3,231
TECS-L:BREAKTHROUGH-extreme-n6-unified,BREAKTHROUGH: 극한 통합 — n=6이 물리학 전체를 관통한다,🟧★,0.75,Z=28sigma,TECS-L,,0,0,6,69,,28.0,2,462
TECS-L:BREAKTHROUGH-five-strategies,Five Breakthrough Strategies: Root Equation and the Number 6,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,7,11,,,0,314
TECS-L:BREAKTHROUGH-fusion-superconductor-n6,BREAKTHROUGH: 핵융합-초전도체 통합 — n=6 산술이 에너지 물리를 지배한다,🟧★,0.55,green+star markers,TECS-L,,0,0,4,73,,,4,432
TECS-L:BRIDGE-003-n-minus-2-equals-tau,BRIDGE-003: n - 2 = tau(n) and the Uniqueness of n = 6,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,0,7,75,,,1,271
TECS-L:BRIDGE-MAP-n6-constants,n=6 상수별 도메인 간 연결다리 지도,🟧★,0.75,Z=6sigma,TECS-L,,0,0,8,31,,6.0,0,483
TECS-L:BRIDGE-PUREMATH-CX-connections,BRIDGE: 순수수학 ↔ 의식/물리 연결 가설 (40개),🟧★,0.55,green+star markers,TECS-L,,0,0,8,35,,,0,543
TECS-L:CARBON-001-element-six-life,CARBON-001: 탄소 = 원소번호 P₁ — 생명의 기반,🟩,0.55,green marker + proven,TECS-L,,1,0,2,0,,,0,41
TECS-L:CAT-001-grothendieck-six-operations,CAT-001: Grothendieck's Six Operations = P₁ Functors,🟧★,0.55,green+star markers,TECS-L,,0,0,2,5,,,0,49
TECS-L:CAT-002-bott-periodicity-n6,CAT-002: Bott Periodicity = n=6 Arithmetic,🟧★,0.55,green+star markers,TECS-L,,0,0,2,15,,,0,51
TECS-L:CH-001-periodic-table-amino-acids,CH-001: Periodic Table and Amino Acids = n=6 Arithmetic,🟧★,0.55,green+star markers,TECS-L,,0,0,3,7,,,0,39
TECS-L:CHEM-001-020-chemistry-periodic-n6,"CHEM-001~020: Chemistry, Periodic Table, and Molecular Physics Meet Perfect Numb",🟧★,0.75,Z=6sigma,TECS-L,,0,1,10,208,,6.0,7,831
TECS-L:CLEFNOTE-001-main-clefs-tau,CLEFNOTE-001: 주요 음자리표 = τ(6) = 4,,0.0,insufficient signal,TECS-L,,0,0,1,0,,,0,26
TECS-L:CLEFNOTE-002-c-clef-positions-sopfr,CLEFNOTE-002: C 음자리표 위치 = sopfr(6) = 5,,0.0,insufficient signal,TECS-L,,0,0,2,4,,,0,28
TECS-L:CLEFNOTE-003-total-clef-system-P1,CLEFNOTE-003: 전체 음자리표 체계 = P₁ = 6,,0.0,insufficient signal,TECS-L,,0,0,2,0,,,0,30
TECS-L:CLEFNOTE-004-staff-lines-sopfr,CLEFNOTE-004: 오선 = sopfr(6) = 5,,0.0,insufficient signal,TECS-L,,0,0,2,5,,,0,26
TECS-L:CLEFNOTE-005-staff-spaces-tau,CLEFNOTE-005: 오선 칸 수 = τ(6) = 4,,0.0,insufficient signal,TECS-L,,0,0,2,2,,,0,28
TECS-L:CLEFNOTE-006-grand-staff-phi,CLEFNOTE-006: 큰보표(Grand Staff) = φ(6) = 2개 보표,,0.0,insufficient signal,TECS-L,,0,0,1,1,,,0,31
TECS-L:CLEFNOTE-007-note-duration-6-levels,CLEFNOTE-007: 표준 음표 시가 = P₁ = 6단계,,0.0,insufficient signal,TECS-L,,0,0,2,0,,,0,31
TECS-L:CLEFNOTE-008-full-duration-hierarchy-sigma,CLEFNOTE-008: 전체 음표 시가 체계 = σ(6) = 12단계,,0.0,insufficient signal,TECS-L,,0,0,3,0,,,0,32
TECS-L:CLEFNOTE-009-pitch-class-Z12,CLEFNOTE-009: 음고류 군 Z₁₂ = Z_σ(6),,0.0,insufficient signal,TECS-L,,0,0,3,0,,,0,30
TECS-L:CLEFNOTE-010-Z12-subgroups-P1,CLEFNOTE-010: Z₁₂ 부분군 = P₁ = 6개,,0.0,insufficient signal,TECS-L,,0,0,2,0,,,0,36
TECS-L:CLEFNOTE-011-phi12-generators-tau,CLEFNOTE-011: φ(12) 생성원 = τ(6) = 4,,0.0,insufficient signal,TECS-L,,0,0,3,0,,,0,25
TECS-L:CLEFNOTE-012-structural-intervals-P1,CLEFNOTE-012: 구조적 음정 = P₁ = 6,,0.0,insufficient signal,TECS-L,,0,0,2,0,,,0,31
TECS-L:CLEFNOTE-013-enharmonic-pairs-sopfr,CLEFNOTE-013: 이명동음 쌍 = sopfr(6) = 5,,0.0,insufficient signal,TECS-L,,0,0,2,4,,,0,29
TECS-L:CLEFNOTE-014-key-signatures-2sigma,CLEFNOTE-014: 조표 = 2σ(6) = 24개 조,,0.0,insufficient signal,TECS-L,,0,0,5,0,,,0,27
TECS-L:CLEFNOTE-015-cents-per-octave-100sigma,CLEFNOTE-015: 옥타브 센트 = 100 × σ(6) = 1200,,0.0,insufficient signal,TECS-L,,0,0,1,2,,,0,30
TECS-L:CLEFNOTE-016-frequency-formula-sigma,CLEFNOTE-016: 주파수 공식 = 2^(n/σ(6)),,0.0,insufficient signal,TECS-L,,0,0,4,1,,,0,20
TECS-L:CLEFNOTE-017-clef-transposition-map,CLEFNOTE-017: 음자리표 변환 = 음고 전단사 함수,,0.0,insufficient signal,TECS-L,,0,0,2,0,,,0,29
TECS-L:CLEFNOTE-018-dotted-note-ratio,CLEFNOTE-018: 점음표 비율 = 3:2 = 6의 약수,,0.0,insufficient signal,TECS-L,,0,0,2,0,,,0,27
TECS-L:CLEFNOTE-019-rest-duration-P1,CLEFNOTE-019: 표준 쉼표 = P₁ = 6종류,,0.0,insufficient signal,TECS-L,,0,0,2,0,,,0,17
TECS-L:CLEFNOTE-020-accidentals-sopfr,CLEFNOTE-020: 변화표(임시표) = sopfr(6) = 5,,0.0,insufficient signal,TECS-L,,0,0,2,4,,,0,16
TECS-L:CLEFNOTE-021-rhythm-pitch-duality,CLEFNOTE-021: 리듬-음고 이중성,,0.0,insufficient signal,TECS-L,,0,0,2,0,,,0,25
TECS-L:CLEFNOTE-022-note-head-shapes,CLEFNOTE-022: 음표 머리 형태 = τ(6) = 4,,0.0,insufficient signal,TECS-L,,0,0,1,0,,,0,24
TECS-L:CLEFNOTE-023-ledger-lines-extension,CLEFNOTE-023: 덧줄(Ledger Lines) = φ(6) 대칭,,0.0,insufficient signal,TECS-L,,0,0,2,0,,,0,29
TECS-L:CLEFNOTE-024-time-sig-numerators,CLEFNOTE-024: 박자표 분자 ⊂ div(6) 함수값,,0.0,insufficient signal,TECS-L,,0,0,5,0,,,0,25
TECS-L:CLEFNOTE-025-note-flag-progression,"CLEFNOTE-025: 음표 깃발 수 = {0, 1, 2, 3}",,0.0,insufficient signal,TECS-L,,0,0,1,0,,,0,26
TECS-L:CLEFNOTE-026-beam-groups-div6,CLEFNOTE-026: Beaming Groups Use div(6) Values,⚪,0.3,minimal content (stub),TECS-L,,0,0,1,0,,,0,6
TECS-L:CLEFNOTE-027-tuplet-ratios-div6,CLEFNOTE-027: Tuplet Ratios from div(6),⚪,0.3,minimal content (stub),TECS-L,,0,0,1,0,,,0,6
TECS-L:CLEFNOTE-028-measure-subdivision-binary,CLEFNOTE-028: Measure Subdivision = Binary (φ(6)=2 base),⚪,0.3,minimal content (stub),TECS-L,,0,0,1,0,,,0,6
TECS-L:CLEFNOTE-029-tie-extends-phi,CLEFNOTE-029: Tie Notation = Duration Extension by Addition,⚪,0.3,minimal content (stub),TECS-L,,0,0,1,0,,,0,6
TECS-L:CLEFNOTE-030-fermata-indefinite,CLEFNOTE-030: Fermata = Indefinite Duration Extension,⚪,0.3,minimal content (stub),TECS-L,,0,0,1,0,,,0,6
TECS-L:CLEFNOTE-031-repeat-signs-phi,CLEFNOTE-031: Repeat Signs = φ(6) = 2 Boundaries,⚪,0.3,minimal content (stub),TECS-L,,0,0,1,0,,,0,6
TECS-L:CLEFNOTE-032-octave-register-naming,CLEFNOTE-032: Octave Register = σ(6) Pitch Classes per Register,⚪,0.3,minimal content (stub),TECS-L,,0,0,2,0,,,0,6
TECS-L:CLEFNOTE-033-middle-c-symmetry,CLEFNOTE-033: Middle C = Grand Staff Symmetry Center,⚪,0.3,minimal content (stub),TECS-L,,0,0,1,0,,,0,6
TECS-L:CLEFNOTE-034-sharp-flat-duality,CLEFNOTE-034: Sharp/Flat Duality = φ(6) = 2,⚪,0.3,minimal content (stub),TECS-L,,0,0,1,0,,,0,6
TECS-L:CLEFNOTE-035-natural-sign-identity,CLEFNOTE-035: Natural Sign = Identity Element,⚪,0.3,minimal content (stub),TECS-L,,0,0,0,0,,,0,6
TECS-L:CLEFNOTE-036-key-sig-sharps-sequence,CLEFNOTE-036: Sharp Key Sequence: FCGDAEB (7 = P₁+1),🟧,0.45,orange marker in text,TECS-L,,0,0,1,0,,,0,6
TECS-L:CLEFNOTE-037-key-sig-flats-sequence,CLEFNOTE-037: Flat Key Sequence: BEADGCF (7 = P₁+1),🟧,0.45,orange marker in text,TECS-L,,0,0,0,0,,,0,6
TECS-L:CLEFNOTE-038-double-bar-types,CLEFNOTE-038: Double Bar Types = τ(6) = 4,⚪,0.3,minimal content (stub),TECS-L,,0,0,1,0,,,0,6
TECS-L:CLEFNOTE-039-dynamic-markings-P1,CLEFNOTE-039: Dynamic Markings = P₁ = 6,⚪,0.3,minimal content (stub),TECS-L,,0,0,1,0,,,0,6
TECS-L:CLEFNOTE-040-articulation-marks,CLEFNOTE-040: Basic Articulation Marks = P₁ = 6,⚪,0.3,minimal content (stub),TECS-L,,0,0,1,0,,,0,6
TECS-L:CLEFNOTE-041-ornament-types,CLEFNOTE-041: Ornament Types = P₁ = 6,⚪,0.3,minimal content (stub),TECS-L,,0,0,1,0,,,0,6
TECS-L:CLEFNOTE-042-note-stem-direction-phi,CLEFNOTE-042: Stem Direction = φ(6) = 2,⚪,0.3,minimal content (stub),TECS-L,,0,0,1,0,,,0,6
TECS-L:CLEFNOTE-043-clef-change-continuity,CLEFNOTE-043: Clef Change Preserves Pitch Continuity,⚪,0.3,minimal content (stub),TECS-L,,0,0,0,0,,,0,6
TECS-L:CLEFNOTE-044-octave-lines-8va-15ma,CLEFNOTE-044: Octave Lines: 8va and 15ma,⚪,0.3,minimal content (stub),TECS-L,,0,0,0,0,,,0,6
TECS-L:CLEFNOTE-045-rehearsal-marks-sequence,CLEFNOTE-045: Rehearsal Marks = Sequential Labels,⚪,0.3,minimal content (stub),TECS-L,,0,0,0,0,,,0,6
TECS-L:CLEFNOTE-046-coda-segno-dal-signs,"CLEFNOTE-046: Navigation Signs: D.C., D.S., Coda = 3 = P₁/2",⚪,0.3,minimal content (stub),TECS-L,,0,0,0,0,,,0,6
TECS-L:CLEFNOTE-047-harmonic-notation-diamond,CLEFNOTE-047: Harmonic Notation = Diamond Head,⚪,0.3,minimal content (stub),TECS-L,,0,0,1,0,,,0,6
TECS-L:CLEFNOTE-048-grace-note-types-phi,CLEFNOTE-048: Grace Note Types = φ(6) = 2,⚪,0.3,minimal content (stub),TECS-L,,0,0,2,0,,,0,6
TECS-L:CLEFNOTE-049-tremolo-strokes,"CLEFNOTE-049: Tremolo Stroke Count = {1,2,3} ⊂ div(6)",⚪,0.3,minimal content (stub),TECS-L,,0,0,1,0,,,0,6
TECS-L:CLEFNOTE-050-clef-octave-variants,CLEFNOTE-050: Clef Octave Variants (8/15) = φ(6) modifiers,⚪,0.3,minimal content (stub),TECS-L,,0,0,1,0,,,0,6
TECS-L:CM-001-crystal-qhe-graphene,CM-001: Condensed Matter = n=6 Arithmetic,🟧★,0.55,green+star markers,TECS-L,,0,0,3,7,,,0,44
TECS-L:CONDMAT-001-quantum-hall-fractions,Hypothesis Review CONDMAT-001: Fractional Quantum Hall Effect and Divisor Fracti,🟧,0.45,orange marker in text,TECS-L,,0,0,3,19,,,1,204
TECS-L:CONFLUENCE-deep-three-discoveries,Three Deep Discoveries from the Confluence Theorem,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,1,9,10,,,2,569
TECS-L:CONFLUENCE-theorem-why-six,The Confluence Theorem: Why Six Is Ubiquitous,🟩,0.7,existing auto-grade EXACT,TECS-L,,0,1,10,32,,,2,418
TECS-L:COSMO-001-020-cosmology-bbn-n6,"COSMO-001~020: Cosmology, Big Bang Nucleosynthesis, and Fundamental Physics",🟧★,0.55,green+star markers,TECS-L,,0,0,5,206,,,16,910
TECS-L:COSMO-001-LCDM-six-parameters,Hypothesis Review COSMO-001: LCDM 6 Free Parameters = P_1,🟧,0.45,orange marker in text,TECS-L,,0,0,3,17,,,3,191
